gene	go
PGFRB	GO:0055093
PGFRB	GO:0032526
PGFRB	GO:0009636
PGFRB	GO:0061298
PGFRB	GO:0007165
PGFRB	GO:0071670
PGFRB	GO:0007169
PGFRB	GO:0042060
CFTR	GO:0016324
CFTR	GO:0009986
CFTR	GO:0034707
CFTR	GO:0030669
CFTR	GO:0005737
CFTR	GO:0005829
CFTR	GO:0005769
CFTR	GO:0031901
CFTR	GO:0005789
CFTR	GO:0010008
CFTR	GO:0030660
CFTR	GO:0016021
CFTR	GO:0005887
CFTR	GO:0005765
CFTR	GO:0016020
CFTR	GO:0005634
CFTR	GO:0005886
CFTR	GO:0032991
CFTR	GO:0055037
CFTR	GO:0055038
CFTR	GO:0140359
CFTR	GO:0005524
CFTR	GO:0016887
CFTR	GO:0043225
CFTR	GO:0042626
CFTR	GO:0015106
CFTR	GO:0051087
CFTR	GO:0005254
CFTR	GO:0019869
CFTR	GO:0017081
CFTR	GO:0015108
CFTR	GO:0019899
CFTR	GO:0005260
CFTR	GO:0016853
CFTR	GO:0030165
CFTR	GO:0106138
CFTR	GO:0097186
CFTR	GO:0015701
CFTR	GO:0071320
CFTR	GO:1904322
CFTR	GO:1902476
CFTR	GO:0006695
CFTR	GO:0030301
CFTR	GO:0051454
CFTR	GO:0060081
CFTR	GO:0050891
CFTR	GO:1902161
CFTR	GO:0070175
CFTR	GO:0045921
CFTR	GO:0035774
CFTR	GO:1902943
CFTR	GO:0034976
CFTR	GO:0048240
CFTR	GO:0035377
CFTR	GO:0055085
CFTR	GO:0006904
CXA1	GO:0016324
CXA1	GO:0030054
CXA1	GO:0044291
CXA1	GO:0005922
CXA1	GO:0043292
CXA1	GO:0005737
CXA1	GO:0005829
CXA1	GO:0005789
CXA1	GO:0005916
CXA1	GO:0005925
CXA1	GO:0005921
CXA1	GO:0005794
CXA1	GO:0000139
CXA1	GO:0030660
CXA1	GO:0005887
CXA1	GO:0014704
CXA1	GO:0005882
CXA1	GO:0043231
CXA1	GO:0016328
CXA1	GO:0045121
CXA1	GO:0005739
CXA1	GO:0005654
CXA1	GO:0005634
CXA1	GO:0005886
CXA1	GO:0070160
CXA1	GO:0043014
CXA1	GO:0008013
CXA1	GO:0048487
CXA1	GO:0015562
CXA1	GO:0005243
CXA1	GO:0086075
CXA1	GO:1903763
CXA1	GO:0055077
CXA1	GO:0034634
CXA1	GO:0015075
CXA1	GO:1990782
CXA1	GO:0097110
CXA1	GO:0005102
CXA1	GO:0015631
CXA1	GO:0007512
CXA1	GO:0086014
CXA1	GO:0003294
CXA1	GO:0048514
CXA1	GO:0060348
CXA1	GO:0046849
CXA1	GO:0003161
CXA1	GO:0010643
CXA1	GO:0010644
CXA1	GO:0086064
CXA1	GO:0007267
CXA1	GO:0034613
CXA1	GO:1904646
CXA1	GO:0071467
CXA1	GO:0042733
CXA1	GO:0002070
CXA1	GO:0000132
CXA1	GO:0140115
CXA1	GO:0016264
CXA1	GO:0014047
CXA1	GO:0001947
CXA1	GO:0001701
CXA1	GO:0034220
CXA1	GO:0002088
CXA1	GO:0035633
CXA1	GO:0008584
CXA1	GO:0099111
CXA1	GO:0060156
CXA1	GO:0030308
CXA1	GO:0010629
CXA1	GO:0032277
CXA1	GO:1901164
CXA1	GO:0001764
CXA1	GO:0001649
CXA1	GO:0120162
CXA1	GO:0010628
CXA1	GO:0043123
CXA1	GO:1905772
CXA1	GO:1905332
CXA1	GO:2000648
CXA1	GO:0045844
CXA1	GO:1904707
CXA1	GO:0060371
CXA1	GO:0030500
CXA1	GO:0046850
CXA1	GO:0060373
CXA1	GO:0060307
CXA1	GO:0007165
CXA1	GO:0043403
CXA1	GO:0007283
CXA1	GO:0042098
CXA1	GO:0042908
KCMA1	GO:0016324
KCMA1	GO:0005901
KCMA1	GO:0016021
KCMA1	GO:0005886
KCMA1	GO:0045211
KCMA1	GO:0008076
KCMA1	GO:0003779
KCMA1	GO:0015269
KCMA1	GO:0042802
KCMA1	GO:0060072
KCMA1	GO:0046872
KCMA1	GO:0005249
KCMA1	GO:0030007
KCMA1	GO:0060073
KCMA1	GO:0045794
KCMA1	GO:0043065
KCMA1	GO:0006813
KCMA1	GO:0034765
KCMA1	GO:0042391
KCMA1	GO:0060087
KCMA1	GO:0051592
KCMA1	GO:0034465
KCMA1	GO:0001666
KCMA1	GO:0006970
KCMA1	GO:0060083
PDE4D	GO:0016324
PDE4D	GO:0034704
PDE4D	GO:0005829
PDE4D	GO:0016020
PDE4D	GO:0005815
PDE4D	GO:0005634
PDE4D	GO:0048471
PDE4D	GO:0005886
PDE4D	GO:0005891
PDE4D	GO:0004115
PDE4D	GO:0004114
PDE4D	GO:0051117
PDE4D	GO:0031698
PDE4D	GO:0030552
PDE4D	GO:0019899
PDE4D	GO:1901363
PDE4D	GO:0046872
PDE4D	GO:0097110
PDE4D	GO:0044325
PDE4D	GO:0086024
PDE4D	GO:0071875
PDE4D	GO:0006198
PDE4D	GO:0019933
PDE4D	GO:0071320
PDE4D	GO:0071872
PDE4D	GO:0061028
PDE4D	GO:0043951
PDE4D	GO:0045822
PDE4D	GO:0033137
PDE4D	GO:1901898
PDE4D	GO:0032729
PDE4D	GO:0032743
PDE4D	GO:0032754
PDE4D	GO:0086004
PDE4D	GO:1901844
PDE4D	GO:0002027
PDE4D	GO:0010880
PDE4D	GO:0060314
PDE4D	GO:0010469
PDE4D	GO:0007165
PDE4D	GO:0050852
KCNK1	GO:0016324
KCNK1	GO:0031526
KCNK1	GO:0030425
KCNK1	GO:0016021
KCNK1	GO:0005887
KCNK1	GO:0043231
KCNK1	GO:1902937
KCNK1	GO:0043204
KCNK1	GO:0005886
KCNK1	GO:0034705
KCNK1	GO:0055037
KCNK1	GO:0097060
KCNK1	GO:0008076
KCNK1	GO:0042802
KCNK1	GO:0005242
KCNK1	GO:0005267
KCNK1	GO:0022841
KCNK1	GO:0005272
KCNK1	GO:0071805
KCNK1	GO:0006813
KCNK1	GO:0060075
KCNK1	GO:0035094
KCNK1	GO:0035725
KCNK1	GO:0030322
AMNLS	GO:0016324
AMNLS	GO:0031526
AMNLS	GO:0005905
AMNLS	GO:0030139
AMNLS	GO:0010008
AMNLS	GO:0070062
AMNLS	GO:0005615
AMNLS	GO:0016021
AMNLS	GO:0016020
AMNLS	GO:0005886
AMNLS	GO:0043235
AMNLS	GO:0005102
AMNLS	GO:0015889
AMNLS	GO:0007588
AMNLS	GO:0043001
AMNLS	GO:0008104
AMNLS	GO:0006898
CUBN	GO:0016324
CUBN	GO:0031526
CUBN	GO:0005905
CUBN	GO:0005829
CUBN	GO:0030139
CUBN	GO:0005783
CUBN	GO:0010008
CUBN	GO:0070062
CUBN	GO:0031232
CUBN	GO:0005794
CUBN	GO:0043202
CUBN	GO:0005765
CUBN	GO:0016020
CUBN	GO:0005886
CUBN	GO:0043235
CUBN	GO:0005509
CUBN	GO:0038024
CUBN	GO:0031419
CUBN	GO:0042803
CUBN	GO:0038023
CUBN	GO:0008203
CUBN	GO:0015889
CUBN	GO:0042953
CUBN	GO:0006898
CUBN	GO:0009617
CUBN	GO:0001894
ACE2	GO:0016324
ACE2	GO:0031526
ACE2	GO:0009986
ACE2	GO:0005929
ACE2	GO:0030666
ACE2	GO:0005788
ACE2	GO:0070062
ACE2	GO:0005576
ACE2	GO:0005615
ACE2	GO:0016021
ACE2	GO:0045121
ACE2	GO:0005886
ACE2	GO:0004180
ACE2	GO:0004175
ACE2	GO:0042802
ACE2	GO:0004181
ACE2	GO:0008237
ACE2	GO:0008241
ACE2	GO:0001618
ACE2	GO:0008270
ACE2	GO:0002003
ACE2	GO:0003051
ACE2	GO:0097746
ACE2	GO:0060135
ACE2	GO:0070373
ACE2	GO:2000272
ACE2	GO:0048662
ACE2	GO:0051957
ACE2	GO:0060452
ACE2	GO:1903598
ACE2	GO:1905737
ACE2	GO:2000379
ACE2	GO:0046813
ACE2	GO:1903779
ACE2	GO:0042127
ACE2	GO:0001817
ACE2	GO:0050727
ACE2	GO:0003081
ACE2	GO:0022898
ACE2	GO:0019229
ACE2	GO:0015827
ACE2	GO:0046718
S15A1	GO:0016324
S15A1	GO:0005903
S15A1	GO:0005887
S15A1	GO:0005886
S15A1	GO:0089717
S15A1	GO:0071916
S15A1	GO:0015333
S15A1	GO:0005427
S15A1	GO:0042937
S15A1	GO:0140206
S15A1	GO:0006811
S15A1	GO:0015031
S15A1	GO:0140207
SUIS	GO:0016324
SUIS	GO:0005903
SUIS	GO:0070062
SUIS	GO:0005794
SUIS	GO:0016021
SUIS	GO:0005886
SUIS	GO:0004558
SUIS	GO:0030246
SUIS	GO:0004553
SUIS	GO:0004574
SUIS	GO:0004575
SUIS	GO:0044245
SUIS	GO:0005987
KPCI	GO:0016324
KPCI	GO:0005923
KPCI	GO:0031252
KPCI	GO:0005829
KPCI	GO:0005768
KPCI	GO:0070062
KPCI	GO:0098978
KPCI	GO:0000139
KPCI	GO:0045171
KPCI	GO:0015630
KPCI	GO:0005654
KPCI	GO:0005634
KPCI	GO:0120157
KPCI	GO:0005886
KPCI	GO:0098685
KPCI	GO:0043220
KPCI	GO:0005524
KPCI	GO:0004698
KPCI	GO:0046872
KPCI	GO:0005543
KPCI	GO:0004672
KPCI	GO:0004697
KPCI	GO:0106310
KPCI	GO:0004674
KPCI	GO:0004712
KPCI	GO:0007015
KPCI	GO:0016477
KPCI	GO:0045216
KPCI	GO:0032869
KPCI	GO:0007010
KPCI	GO:0035089
KPCI	GO:0045197
KPCI	GO:0042462
KPCI	GO:0048194
KPCI	GO:0035556
KPCI	GO:0061024
KPCI	GO:0043066
KPCI	GO:0034351
KPCI	GO:0043524
KPCI	GO:0018105
KPCI	GO:2000353
KPCI	GO:0060252
KPCI	GO:0046326
KPCI	GO:0010976
KPCI	GO:0051092
KPCI	GO:0045747
KPCI	GO:1903078
KPCI	GO:0006468
KPCI	GO:0006612
KPCI	GO:0099072
KPCI	GO:0070555
KPCI	GO:0046903
KPCI	GO:0016192
S29A4	GO:0016324
S29A4	GO:0016323
S29A4	GO:0016021
S29A4	GO:0005886
S29A4	GO:0098793
S29A4	GO:0008324
S29A4	GO:0015562
S29A4	GO:0008504
S29A4	GO:0005326
S29A4	GO:0005337
S29A4	GO:0005342
S29A4	GO:0015101
S29A4	GO:0019534
S29A4	GO:0042910
S29A4	GO:0098655
S29A4	GO:0090494
S29A4	GO:0051625
S29A4	GO:0140115
S29A4	GO:0001692
S29A4	GO:0051615
S29A4	GO:0015844
S29A4	GO:0006836
S29A4	GO:0051620
S29A4	GO:1903825
S29A4	GO:0015695
S29A4	GO:0051610
S29A4	GO:1901998
S29A4	GO:0150104
S29A4	GO:0042908
S29A1	GO:0016324
S29A1	GO:0016323
S29A1	GO:0016021
S29A1	GO:0005887
S29A1	GO:0016020
S29A1	GO:0005886
S29A1	GO:0098794
S29A1	GO:0098793
S29A1	GO:0080122
S29A1	GO:0005326
S29A1	GO:0005337
S29A1	GO:0015211
S29A1	GO:0015213
S29A1	GO:0032238
S29A1	GO:0071333
S29A1	GO:0071456
S29A1	GO:0060079
S29A1	GO:0007595
S29A1	GO:0098810
S29A1	GO:0006836
S29A1	GO:0001504
S29A1	GO:0006139
S29A1	GO:1901642
S29A1	GO:0015858
S29A1	GO:0015860
S29A1	GO:0072531
S29A1	GO:0030431
S29A1	GO:0150104
S29A1	GO:0015862
S22A8	GO:0016324
S22A8	GO:0016323
S22A8	GO:0070062
S22A8	GO:0016021
S22A8	GO:0005886
S22A8	GO:0015301
S22A8	GO:0005452
S22A8	GO:0009636
S22A8	GO:0150104
TLR9	GO:0016324
TLR9	GO:0016323
TLR9	GO:0005737
TLR9	GO:0032009
TLR9	GO:0036019
TLR9	GO:0036020
TLR9	GO:0005783
TLR9	GO:0005789
TLR9	GO:0005768
TLR9	GO:0010008
TLR9	GO:0005576
TLR9	GO:0000139
TLR9	GO:0016021
TLR9	GO:0005764
TLR9	GO:0005886
TLR9	GO:0005149
TLR9	GO:0003953
TLR9	GO:0038187
TLR9	GO:0042803
TLR9	GO:0035197
TLR9	GO:0004888
TLR9	GO:0045322
TLR9	GO:0042742
TLR9	GO:0050829
TLR9	GO:0051607
TLR9	GO:0007249
TLR9	GO:0007252
TLR9	GO:0006954
TLR9	GO:0045087
TLR9	GO:0030277
TLR9	GO:0002755
TLR9	GO:1901895
TLR9	GO:0032715
TLR9	GO:0032717
TLR9	GO:0032088
TLR9	GO:0034122
TLR9	GO:0050871
TLR9	GO:0030890
TLR9	GO:0032722
TLR9	GO:0010628
TLR9	GO:0032725
TLR9	GO:0043123
TLR9	GO:0002639
TLR9	GO:0050729
TLR9	GO:0032727
TLR9	GO:0032728
TLR9	GO:0032729
TLR9	GO:0032733
TLR9	GO:0032735
TLR9	GO:0032741
TLR9	GO:0032755
TLR9	GO:0032757
TLR9	GO:0046330
TLR9	GO:0043507
TLR9	GO:0043410
TLR9	GO:0051092
TLR9	GO:1901224
TLR9	GO:0051770
TLR9	GO:0034123
TLR9	GO:0045944
TLR9	GO:0032760
TLR9	GO:0045577
TLR9	GO:0034163
TLR9	GO:0002237
TLR9	GO:0034162
TLR9	GO:0002224
SL9A1	GO:0016324
SL9A1	GO:0016323
SL9A1	GO:0090533
SL9A1	GO:0009986
SL9A1	GO:0005737
SL9A1	GO:0005783
SL9A1	GO:0005789
SL9A1	GO:0070062
SL9A1	GO:0005925
SL9A1	GO:0016021
SL9A1	GO:0005887
SL9A1	GO:0014704
SL9A1	GO:0030027
SL9A1	GO:0045121
SL9A1	GO:0005739
SL9A1	GO:0005654
SL9A1	GO:0048471
SL9A1	GO:0005886
SL9A1	GO:0030315
SL9A1	GO:0048306
SL9A1	GO:0005516
SL9A1	GO:0060090
SL9A1	GO:0005546
SL9A1	GO:0015386
SL9A1	GO:0030346
SL9A1	GO:0030674
SL9A1	GO:0015385
SL9A1	GO:0086040
SL9A1	GO:0015299
SL9A1	GO:0086003
SL9A1	GO:0055007
SL9A1	GO:0016477
SL9A1	GO:0071468
SL9A1	GO:0071236
SL9A1	GO:0070417
SL9A1	GO:0071257
SL9A1	GO:0071872
SL9A1	GO:0071456
SL9A1	GO:0032869
SL9A1	GO:0071260
SL9A1	GO:0006883
SL9A1	GO:0006811
SL9A1	GO:0030011
SL9A1	GO:0043066
SL9A1	GO:0070997
SL9A1	GO:0045760
SL9A1	GO:0043065
SL9A1	GO:0070886
SL9A1	GO:1903281
SL9A1	GO:0010613
SL9A1	GO:0030307
SL9A1	GO:0035794
SL9A1	GO:0098735
SL9A1	GO:0045944
SL9A1	GO:0071805
SL9A1	GO:0051259
SL9A1	GO:1902600
SL9A1	GO:0086036
SL9A1	GO:0010882
SL9A1	GO:0051893
SL9A1	GO:0051453
SL9A1	GO:0006885
SL9A1	GO:0051930
SL9A1	GO:0051492
SL9A1	GO:0086092
SL9A1	GO:0010447
SL9A1	GO:0035994
SL9A1	GO:0036376
SL9A1	GO:0098719
KCNQ1	GO:0016324
KCNQ1	GO:1990794
KCNQ1	GO:0016323
KCNQ1	GO:0009986
KCNQ1	GO:0097546
KCNQ1	GO:0005737
KCNQ1	GO:0030659
KCNQ1	GO:0005769
KCNQ1	GO:0005783
KCNQ1	GO:0016021
KCNQ1	GO:0034702
KCNQ1	GO:0005770
KCNQ1	GO:0005764
KCNQ1	GO:0045121
KCNQ1	GO:0043005
KCNQ1	GO:0043025
KCNQ1	GO:0005886
KCNQ1	GO:0030133
KCNQ1	GO:0008076
KCNQ1	GO:0005516
KCNQ1	GO:0005251
KCNQ1	GO:0015271
KCNQ1	GO:0005546
KCNQ1	GO:0034236
KCNQ1	GO:0034237
KCNQ1	GO:0008157
KCNQ1	GO:0097110
KCNQ1	GO:0044325
KCNQ1	GO:0005249
KCNQ1	GO:0086089
KCNQ1	GO:0086008
KCNQ1	GO:1902282
KCNQ1	GO:0071875
KCNQ1	GO:0086014
KCNQ1	GO:0060117
KCNQ1	GO:0060048
KCNQ1	GO:0030644
KCNQ1	GO:0071320
KCNQ1	GO:0071872
KCNQ1	GO:0071466
KCNQ1	GO:0090102
KCNQ1	GO:0035934
KCNQ1	GO:0050910
KCNQ1	GO:0030218
KCNQ1	GO:0001698
KCNQ1	GO:0010467
KCNQ1	GO:0006006
KCNQ1	GO:0007507
KCNQ1	GO:0048839
KCNQ1	GO:0042472
KCNQ1	GO:0050892
KCNQ1	GO:0015705
KCNQ1	GO:0086011
KCNQ1	GO:0098914
KCNQ1	GO:0086013
KCNQ1	GO:0098915
KCNQ1	GO:1902260
KCNQ1	GO:0010629
KCNQ1	GO:1903817
KCNQ1	GO:0050905
KCNQ1	GO:1905515
KCNQ1	GO:0060452
KCNQ1	GO:0010460
KCNQ1	GO:1901381
KCNQ1	GO:0097623
KCNQ1	GO:0055075
KCNQ1	GO:1990573
KCNQ1	GO:0071805
KCNQ1	GO:0060372
KCNQ1	GO:0008217
KCNQ1	GO:0060453
KCNQ1	GO:0006349
KCNQ1	GO:0008016
KCNQ1	GO:0086091
KCNQ1	GO:0060306
KCNQ1	GO:0060307
KCNQ1	GO:1905150
KCNQ1	GO:0070293
KCNQ1	GO:0070294
KCNQ1	GO:0032868
KCNQ1	GO:0035094
KCNQ1	GO:0007622
KCNQ1	GO:0007605
KCNQ1	GO:0035176
KCNQ1	GO:0062094
KCNQ1	GO:0086005
ERBB2	GO:0016324
ERBB2	GO:0009925
ERBB2	GO:0016323
ERBB2	GO:0005829
ERBB2	GO:0005769
ERBB2	GO:0010008
ERBB2	GO:0038143
ERBB2	GO:0016021
ERBB2	GO:0005887
ERBB2	GO:0043209
ERBB2	GO:0005634
ERBB2	GO:0048471
ERBB2	GO:0005886
ERBB2	GO:0043235
ERBB2	GO:0005524
ERBB2	GO:0043125
ERBB2	GO:0042802
ERBB2	GO:0008022
ERBB2	GO:0046982
ERBB2	GO:0019903
ERBB2	GO:0004712
ERBB2	GO:0004713
ERBB2	GO:0001042
ERBB2	GO:0004714
ERBB2	GO:0004888
ERBB2	GO:0007166
ERBB2	GO:0071364
ERBB2	GO:0071363
ERBB2	GO:0007167
ERBB2	GO:0007507
ERBB2	GO:0035556
ERBB2	GO:0008045
ERBB2	GO:0042552
ERBB2	GO:0033088
ERBB2	GO:0007528
ERBB2	GO:0030182
ERBB2	GO:0048709
ERBB2	GO:0018108
ERBB2	GO:0007422
ERBB2	GO:0014065
ERBB2	GO:0045785
ERBB2	GO:0030307
ERBB2	GO:0008284
ERBB2	GO:0050679
ERBB2	GO:0043547
ERBB2	GO:0033674
ERBB2	GO:0043406
ERBB2	GO:0043410
ERBB2	GO:0001934
ERBB2	GO:0090314
ERBB2	GO:0045943
ERBB2	GO:0045727
ERBB2	GO:0046777
ERBB2	GO:0006468
ERBB2	GO:0045765
ERBB2	GO:0070372
ERBB2	GO:0032886
ERBB2	GO:0007165
ERBB2	GO:0007169
ERBB2	GO:0042060
TIE2	GO:0016324
TIE2	GO:0009925
TIE2	GO:0016323
TIE2	GO:0009986
TIE2	GO:0005911
TIE2	GO:0034451
TIE2	GO:0005737
TIE2	GO:0005576
TIE2	GO:0005925
TIE2	GO:0005887
TIE2	GO:0045121
TIE2	GO:0005902
TIE2	GO:0005886
TIE2	GO:0043235
TIE2	GO:0005524
TIE2	GO:0042802
TIE2	GO:0004672
TIE2	GO:0004712
TIE2	GO:0004713
TIE2	GO:0038023
TIE2	GO:0004714
TIE2	GO:0001525
TIE2	GO:0007267
TIE2	GO:0060216
TIE2	GO:0001935
TIE2	GO:0072012
TIE2	GO:0007507
TIE2	GO:0060347
TIE2	GO:0016525
TIE2	GO:0043066
TIE2	GO:2000352
TIE2	GO:0050728
TIE2	GO:0018108
TIE2	GO:2000251
TIE2	GO:0045766
TIE2	GO:0010595
TIE2	GO:0001938
TIE2	GO:0070374
TIE2	GO:0051894
TIE2	GO:1902533
TIE2	GO:0033674
TIE2	GO:0043410
TIE2	GO:0043552
TIE2	GO:0014068
TIE2	GO:0051897
TIE2	GO:0001934
TIE2	GO:0046777
TIE2	GO:2000351
TIE2	GO:0032878
TIE2	GO:0043114
TIE2	GO:0007165
TIE2	GO:0002040
TIE2	GO:0034446
TIE2	GO:0048014
TIE2	GO:0007169
S12A2	GO:0016324
S12A2	GO:0009925
S12A2	GO:0016323
S12A2	GO:0044297
S12A2	GO:0044298
S12A2	GO:0071944
S12A2	GO:0042995
S12A2	GO:0031253
S12A2	GO:0030659
S12A2	GO:0005829
S12A2	GO:0070062
S12A2	GO:1903561
S12A2	GO:0005887
S12A2	GO:0016328
S12A2	GO:0016020
S12A2	GO:0043005
S12A2	GO:0043025
S12A2	GO:0005886
S12A2	GO:0008519
S12A2	GO:0015377
S12A2	GO:0051087
S12A2	GO:0051879
S12A2	GO:0046873
S12A2	GO:0015079
S12A2	GO:0015379
S12A2	GO:0019901
S12A2	GO:0008511
S12A2	GO:0007568
S12A2	GO:0015696
S12A2	GO:0006884
S12A2	GO:0030644
S12A2	GO:0030007
S12A2	GO:1990869
S12A2	GO:0035865
S12A2	GO:0006883
S12A2	GO:0055064
S12A2	GO:1902476
S12A2	GO:0007214
S12A2	GO:0006972
S12A2	GO:0098658
S12A2	GO:0098659
S12A2	GO:0006811
S12A2	GO:0035633
S12A2	GO:0061044
S12A2	GO:1904450
S12A2	GO:0045795
S12A2	GO:0055075
S12A2	GO:1990573
S12A2	GO:1904464
S12A2	GO:0150003
S12A2	GO:0055078
S12A2	GO:0098719
S12A2	GO:0035725
S12A2	GO:0010818
S12A2	GO:0070634
S12A2	GO:0030321
S12A2	GO:0150104
TRFE	GO:0016324
TRFE	GO:0045178
TRFE	GO:0009925
TRFE	GO:0072562
TRFE	GO:0009986
TRFE	GO:0030669
TRFE	GO:0005905
TRFE	GO:0031410
TRFE	GO:0005769
TRFE	GO:0030139
TRFE	GO:0005788
TRFE	GO:0010008
TRFE	GO:0070062
TRFE	GO:0005576
TRFE	GO:0005615
TRFE	GO:0031232
TRFE	GO:1990712
TRFE	GO:0005770
TRFE	GO:0048471
TRFE	GO:0005886
TRFE	GO:0055037
TRFE	GO:0034774
TRFE	GO:0031982
TRFE	GO:0008199
TRFE	GO:0008198
TRFE	GO:0034986
TRFE	GO:1990459
TRFE	GO:0007015
TRFE	GO:0019731
TRFE	GO:0006879
TRFE	GO:0071281
TRFE	GO:0070371
TRFE	GO:0055072
TRFE	GO:0006826
TRFE	GO:0030316
TRFE	GO:0045780
TRFE	GO:2000147
TRFE	GO:0042327
TRFE	GO:0048260
TRFE	GO:0045893
TRFE	GO:0034756
TRFE	GO:0031647
TRFE	GO:0001895
TRFE	GO:0060395
CASR	GO:0016324
CASR	GO:0043679
CASR	GO:0016323
CASR	GO:0009986
CASR	GO:0005737
CASR	GO:0005887
CASR	GO:0043025
CASR	GO:0005634
CASR	GO:0005886
CASR	GO:0016597
CASR	GO:0005509
CASR	GO:0004930
CASR	GO:0005178
CASR	GO:0004435
CASR	GO:0042803
CASR	GO:0019901
CASR	GO:0044325
CASR	GO:0007193
CASR	GO:0009653
CASR	GO:0006915
CASR	GO:0032782
CASR	GO:0048754
CASR	GO:0070509
CASR	GO:0006874
CASR	GO:0071333
CASR	GO:0035729
CASR	GO:0071456
CASR	GO:0071404
CASR	GO:1901653
CASR	GO:0071305
CASR	GO:0007635
CASR	GO:1902476
CASR	GO:0005513
CASR	GO:0060613
CASR	GO:0007186
CASR	GO:0007254
CASR	GO:0001503
CASR	GO:0007200
CASR	GO:0032781
CASR	GO:0090280
CASR	GO:0008284
CASR	GO:0070374
CASR	GO:0010628
CASR	GO:0032024
CASR	GO:0050927
CASR	GO:0045907
CASR	GO:0051924
CASR	GO:0071774
CASR	GO:0002931
CASR	GO:0042311
KCNA1	GO:0016324
KCNA1	GO:0043194
KCNA1	GO:0043679
KCNA1	GO:0044305
KCNA1	GO:0030054
KCNA1	GO:0009986
KCNA1	GO:0031410
KCNA1	GO:0005829
KCNA1	GO:0030425
KCNA1	GO:0005783
KCNA1	GO:0098978
KCNA1	GO:0016021
KCNA1	GO:0005887
KCNA1	GO:0099055
KCNA1	GO:0099056
KCNA1	GO:0044224
KCNA1	GO:0043025
KCNA1	GO:0033270
KCNA1	GO:0043204
KCNA1	GO:0005886
KCNA1	GO:0042734
KCNA1	GO:0045202
KCNA1	GO:0008076
KCNA1	GO:0005251
KCNA1	GO:0097718
KCNA1	GO:0005267
KCNA1	GO:0015079
KCNA1	GO:1905030
KCNA1	GO:0099508
KCNA1	GO:0005249
KCNA1	GO:0010644
KCNA1	GO:0034613
KCNA1	GO:0071286
KCNA1	GO:0007268
KCNA1	GO:0050966
KCNA1	GO:0050976
KCNA1	GO:0021766
KCNA1	GO:0010960
KCNA1	GO:0007405
KCNA1	GO:0050905
KCNA1	GO:0019228
KCNA1	GO:0023041
KCNA1	GO:1903818
KCNA1	GO:0071805
KCNA1	GO:0006813
KCNA1	GO:0051260
KCNA1	GO:0042391
KCNA1	GO:0006937
KCNA1	GO:0001964
LRP2	GO:0016324
LRP2	GO:0030424
LRP2	GO:0031526
LRP2	GO:0030669
LRP2	GO:0005905
LRP2	GO:0030425
LRP2	GO:0005783
LRP2	GO:0031904
LRP2	GO:0009897
LRP2	GO:0070062
LRP2	GO:0005794
LRP2	GO:0016021
LRP2	GO:0005765
LRP2	GO:0005764
LRP2	GO:0005886
LRP2	GO:0043235
LRP2	GO:0005509
LRP2	GO:0038024
LRP2	GO:0051087
LRP2	GO:0042562
LRP2	GO:0031994
LRP2	GO:0005041
LRP2	GO:0140318
LRP2	GO:0017124
LRP2	GO:0097242
LRP2	GO:0035904
LRP2	GO:0008283
LRP2	GO:0071363
LRP2	GO:0060982
LRP2	GO:0006897
LRP2	GO:1904447
LRP2	GO:0030900
LRP2	GO:0001822
LRP2	GO:0006629
LRP2	GO:0008584
LRP2	GO:0030001
LRP2	GO:0043066
LRP2	GO:0030514
LRP2	GO:0001843
LRP2	GO:0140058
LRP2	GO:0003148
LRP2	GO:1905167
LRP2	GO:0050769
LRP2	GO:0070447
LRP2	GO:0051897
LRP2	GO:0015031
LRP2	GO:0061156
LRP2	GO:0006898
LRP2	GO:0044321
LRP2	GO:0001523
LRP2	GO:0003139
LRP2	GO:0007605
LRP2	GO:0045056
LRP2	GO:0150104
LRP2	GO:0060068
LRP2	GO:0003223
LRP2	GO:0003281
LRP2	GO:0042359
AT1A1	GO:0016324
AT1A1	GO:0030424
AT1A1	GO:0016323
AT1A1	GO:0005783
AT1A1	GO:0070062
AT1A1	GO:1903561
AT1A1	GO:0005794
AT1A1	GO:0016021
AT1A1	GO:0016328
AT1A1	GO:0042470
AT1A1	GO:0016020
AT1A1	GO:0045121
AT1A1	GO:0031090
AT1A1	GO:0060342
AT1A1	GO:0005886
AT1A1	GO:0014069
AT1A1	GO:0032991
AT1A1	GO:0042383
AT1A1	GO:0005890
AT1A1	GO:0036126
AT1A1	GO:0030315
AT1A1	GO:0005524
AT1A1	GO:0051087
AT1A1	GO:0005391
AT1A1	GO:0016791
AT1A1	GO:0030955
AT1A1	GO:0046982
AT1A1	GO:0031402
AT1A1	GO:1990239
AT1A1	GO:0086002
AT1A1	GO:0086064
AT1A1	GO:0030007
AT1A1	GO:0071383
AT1A1	GO:0006883
AT1A1	GO:0086009
AT1A1	GO:0086013
AT1A1	GO:0031947
AT1A1	GO:0045822
AT1A1	GO:0045823
AT1A1	GO:0045989
AT1A1	GO:1990573
AT1A1	GO:1902600
AT1A1	GO:0008217
AT1A1	GO:0002028
AT1A1	GO:0002026
AT1A1	GO:0055119
AT1A1	GO:1903416
AT1A1	GO:0009410
AT1A1	GO:0036376
KCNK2	GO:0016324
KCNK2	GO:0097449
KCNK2	GO:0044305
KCNK2	GO:0009986
KCNK2	GO:0005783
KCNK2	GO:0005789
KCNK2	GO:0005887
